record_id,repo_id,file,line,rule,kind,label,harness_label,usefulness,notes,fp_reason,reviewed_at
RR-9bfb23bcb4921d1a,openai-plugins-public-pilot,plugins/life-science-research/skills/locus-to-gene-mapper-skill/scripts/map_locus_to_gene.py,500,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-fcd030ce0ef74540,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-blast-skill/scripts/ncbi_blast.py,105,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-237dee2cdbffd85b,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-blast-skill/scripts/ncbi_blast.py,108,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-187e69daa78287b7,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-blast-skill/scripts/ncbi_blast.py,297,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-6ea42f095a65186d,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-blast-skill/scripts/ncbi_blast.py,303,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-40af2188f20fcb8e,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-blast-skill/scripts/ncbi_blast.py,307,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-d13825160e720887,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-blast-skill/scripts/ncbi_blast.py,308,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-fc5ec93a3e0bc0ee,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-clinicaltables-skill/scripts/ncbi_gene_clinicaltables.py,53,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-85436d03969f3acf,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-clinicaltables-skill/scripts/ncbi_gene_clinicaltables.py,73,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-9730a6a6d443c014,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-clinicaltables-skill/scripts/ncbi_gene_clinicaltables.py,77,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-b9a8c0e4dfc7062f,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-clinicaltables-skill/scripts/ncbi_gene_clinicaltables.py,83,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-f1468be5b4c0c41a,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-clinicaltables-skill/scripts/ncbi_gene_clinicaltables.py,95,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-47284c8c1c580626,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-clinicaltables-skill/scripts/ncbi_gene_clinicaltables.py,96,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-b6d7bf9a13754490,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-datasets-skill/scripts/ncbi_datasets.py,181,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-516723e2fe46e2b6,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-datasets-skill/scripts/ncbi_datasets.py,182,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d006d9459f555f79,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-datasets-skill/scripts/ncbi_datasets.py,183,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-9010092f1e3cedea,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-datasets-skill/scripts/ncbi_datasets.py,189,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-ba611ce309b43e6e,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-entrez-skill/scripts/ncbi_entrez.py,233,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d3cc94911a98ebd4,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-entrez-skill/scripts/ncbi_entrez.py,237,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-b658c012a978b46a,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-entrez-skill/scripts/ncbi_entrez.py,238,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-6647f454433e2ebb,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-entrez-skill/scripts/ncbi_entrez.py,241,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-4732c6ed0ad75ce5,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-pmc-skill/scripts/ncbi_pmc.py,217,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d3a07f84444a8af8,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-pmc-skill/scripts/ncbi_pmc.py,219,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-41a27b8792cd2dcd,openai-plugins-public-pilot,plugins/life-science-research/skills/ncbi-pmc-skill/scripts/ncbi_pmc.py,223,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-1cb469febe70dea1,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_disease_heatmap.py,144,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-606412b17702d67e,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_disease_heatmap.py,153,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-8418fb94000d6b30,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_disease_heatmap.py,173,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-0556835099aa8f83,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_graphql.py,56,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-bd316654264fb322,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_graphql.py,58,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-00da00a46e63142d,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_graphql.py,68,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-a04e65f977c2c014,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_graphql.py,77,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c13d1601b5510bb5,openai-plugins-public-pilot,plugins/life-science-research/skills/opentargets-skill/scripts/opentargets_graphql.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-32f6d5b3c7da880c,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/tpmi_phewas.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d93f1ab9bfb39f18,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/tpmi_phewas.py,88,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-cff4b34652837002,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/tpmi_phewas.py,89,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d50b564284ddc214,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,104,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-02729d65db3c4480,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,105,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:20+00:00
RR-de16163c9e40f7a1,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,136,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-a08bfb573fe5f8f9,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,137,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-1b82d053c2268f37,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,161,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-00dd1baf0b052208,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,196,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-0607001c2068cfb3,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,197,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-f861049cd7ec3c1a,openai-plugins-public-pilot,plugins/life-science-research/skills/tpmi-phewas-skill/scripts/variant_resolution.py,383,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-196c7401c533e4fe,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/ukb_topmed_phewas.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-479f9c52b1ba49c2,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/ukb_topmed_phewas.py,88,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-0175e3d2785cc36a,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/ukb_topmed_phewas.py,89,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-d2797bf3ee93e576,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,104,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-2ee4213e29d6e601,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,105,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:20+00:00
RR-67d23c767f212fe8,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,136,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-5573b53e6d2dc04c,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,137,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-0d0bc36421c7651a,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,161,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-d4f759f3e8ad7c9c,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,196,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-4bd8d7c268bdcd44,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,197,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-34bade876823ac1c,openai-plugins-public-pilot,plugins/life-science-research/skills/ukb-topmed-phewas-skill/scripts/variant_resolution.py,383,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-07e6a968e3c3af60,openai-plugins-public-pilot,plugins/mixpanel-headless/skills/mixpanelyst/scripts/auth_manager.py,132,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:20+00:00
RR-2f923b37e4e51da0,openai-plugins-public-pilot,plugins/mixpanel-headless/skills/mixpanelyst/scripts/auth_manager.py,134,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:20+00:00
RR-ea1a5bf8aad3ab45,openai-plugins-public-pilot,plugins/test-android-apps/skills/android-emulator-qa/scripts/ui_tree_summarize.py,105,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-1a63ebec5522380a,openai-plugins-public-pilot,plugins/test-android-apps/skills/android-emulator-qa/scripts/ui_tree_summarize.py,118,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-b631d2f178b69363,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,154,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-ac315318f46bdaf4,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,157,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-9a713c7431415bd4,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,164,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-b5e9ebb2d52c18cf,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,305,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-696729f259514d31,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,311,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-5614634edf0c95b5,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,312,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-2794ebcc07a89dec,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,313,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-103414c3d476d27d,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,315,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-072d555640eb5056,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,322,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-ca15710eb8b7911a,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,323,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-551f985e8687f5d6,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,324,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-d3d50bba3e2b4909,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,336,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-e92ede992bd4059e,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,337,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-ffe54b8a5009b2a6,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,338,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-35b0593e9cb5b2df,openai-plugins-public-pilot,plugins/zotero/skills/zotero/scripts/zotero.py,363,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:20+00:00
RR-2460e1ebaa8543c2,openai-skills-public-pilot,skills/.curated/gh-address-comments/scripts/fetch_comments.py,96,command_injection,security,unclear,undecidable,2,,Needs caller inspection; cannot confirm from packet alone,2026-05-31T11:18:20+00:00
RR-5596085cff5eefe9,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/compose_atlas.py,70,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-f315392cdd3ca2ea,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/derive_running_left_from_running_right.py,38,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-73cd64b9b7a716b6,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/derive_running_left_from_running_right.py,40,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-20e483e0ae1e93d8,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/derive_running_left_from_running_right.py,100,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-2fc73397baf940ed,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/extract_strip_frames.py,52,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-a2a6836598f376bf,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/extract_strip_frames.py,53,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-26caf9a923647a05,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/extract_strip_frames.py,322,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-585af6206bda4a6b,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/inspect_frames.py,99,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-16fa4994cf44d331,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/inspect_frames.py,106,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-c9cded9b17b3a24b,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/inspect_frames.py,124,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-0efb8d3d910be310,openai-skills-public-pilot,skills/.curated/hatch-pet/scripts/prepare_pet_run.py,276,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-3bc31cea5dcf6295,openai-skills-public-pilot,skills/.curated/jupyter-notebook/scripts/new_notebook.py,44,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-41548a8ad90873cc,openai-skills-public-pilot,skills/.curated/migrate-to-codex/scripts/migrate/mcps.py,199,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-f4e95158370cdfdb,openai-skills-public-pilot,skills/.curated/screenshot/scripts/take_screenshot.py,48,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
RR-4acdf828700b20bb,openai-skills-public-pilot,skills/.curated/screenshot/scripts/take_screenshot.py,193,command_injection,security,unclear,undecidable,2,,Needs caller inspection; cannot confirm from packet alone,2026-05-31T11:18:20+00:00
RR-1e4a35a5eabde559,openai-skills-public-pilot,skills/.curated/screenshot/scripts/take_screenshot.py,207,command_injection,security,useful_advisory,useful_review_lead,3,,Security lead: trace whether argv includes external data,2026-05-31T11:18:20+00:00
RR-2cc666c6d8153039,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/build_ownership_map.py,210,path_traversal,security,unclear,undecidable,2,,Second reviewer could not confirm traversal risk from window,2026-05-31T11:18:20+00:00
RR-c37eea0047347c0b,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/build_ownership_map.py,360,command_injection,security,useful_advisory,useful_review_lead,3,,Security lead: trace whether argv includes external data,2026-05-31T11:18:20+00:00
RR-39239553e89f94c6,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/community_maintainers.py,324,command_injection,security,useful_advisory,useful_review_lead,3,,Security lead: trace whether argv includes external data,2026-05-31T11:18:20+00:00
RR-67bf894b53716128,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/community_maintainers.py,532,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-568f4aca60ee73a8,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/community_maintainers.py,533,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-c28a34e2e86b79b9,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/community_maintainers.py,534,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:20+00:00
RR-d8861ed817e5f899,openai-skills-public-pilot,skills/.curated/security-ownership-map/scripts/query_ownership.py,120,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:20+00:00
